workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
04. Checklist 2026_Final - Regular H1.xlsx	H1 Premises	68	Follow Up Customer Database		Tools analisa, filtering, dan upload data follow up H1	"1. Tersedia Sistem NMS Leads Management yang dapat Filter data, Distribusi data, dan update hasil follow UP 
(Cek di PIC CRM)
*Cek adanya dashboard monitoring performance Leads
*Cek adanya menu untuk distribusi leads dan filter leads
*Cek menu update hasil follow up"			B68	DIRECT	C68	SOURCE_BLANK	D68	DIRECT	E68	F68	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Premises	69	Follow Up Customer Database		Report Niguri ke MD (full cycle)	Tersedia report niguri secara lengkap di dealer (dealer information, niguri H1 to H2, niguri H2 to H1, detil konsumen RO)/ bulan (cek email)			B69	DIRECT	C69	SOURCE_BLANK	D69	DIRECT	E69	F69	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Premises	70	Follow Up Customer Database		Panduan Follow Up	"1. Script Follow Up (Call/ WA) : 
    a. Penawaran Pembelian Unit SMH
    b. Thank you call
    c. Informasi STNK / BPKB jadi
    d. Reminder Service 
    e. Reminder booking service
    f. Follow Up After Service
2. Panduan Waktu Telepon (Golden time)
3. Panduan Keyword based on pekerjaan
4. Dapat berupa hard copy/soft copy/masuk dalam NMS"			B70	DIRECT	C70	SOURCE_BLANK	D70	DIRECT	E70	F70	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Premises	71	Ruang Briefing Sales People		Ruang Briefing Sales People	"1. Minimal luas ruangan 9m2 untuk 1 team terdiri dari 1 koordinator dan 8 salesman
2. Kursi dan meja menyesuaikan jumlah sales people dalam  1 team
3. Sebaiknya lokasi berada di lantai 2, tetapi diperbolehkan berlokasi di lantai 1 dengan syarat tidak terlihat dan tidak terdengar oleh konsumen
4. Terdapat Sales Wallboard sistem dealer (NMS), berisi Sales per Sales People daily, weekly, monthly, CoE, info target per tipe per salespeople, Info sales program, info insentif dan unit indent yang ditampilkan di TV. 
5. Jika ruangan tidak satu atap dengan dealer, jarak paling jauh adalah 10 menit jalan kaki
6. Jika jumlah tim >3 tim, briefing dapat dilakukan bergantian
7. Terdapat Materi Unique Selling Point Customer Apps dan DA Chatbot (bila memiliki)
8. Terdapat TV yang dapat menampilkan video PK, video NOS"			B71	DIRECT	C71	SOURCE_BLANK	D71	DIRECT	E71	F71	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Premises	72	Sales Tools		My Hero Application	My Hero: Terdapat pada setiap smartphone sales force dan sudah berhasil login			B72	DIRECT	C72	SOURCE_BLANK	D72	DIRECT	E72	F72	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	4	Security (Wing)/Juru Parkir	Ketika sampai di showroom		"- Menyambut Konsumen* ( Salam Satu Hati dan Salam Cuaca )
- Menanyakan kebutuhan konsumen datang ke dealer (Showroom/AHASS)*
- Mengarahkan ke area parkir (meminta ijin untuk mengecek tier loyalty di customer apps konsumen):
*Khusus Big Wing: mengararhkan konsumen tier ""Champion/ Racer"" ke parkiran bigbike
*Memasangan cover jok sesuai tier (Champion/Racer)

*tidak perlu dilakukan oleh juru parkir"			B4	DIRECT	C4	DIRECT	D4	SOURCE_BLANK	E4	F4	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	5	Security (Wing)/Juru Parkir	Meninggalkan showroom		"- mengingatkan konsumen memakai helm dengan benar / mengingatkan konsumen untuk ""Cari Aman"" dalam berkendara 
- melepaskan cover jok konsumen loyal yang terpasang
- melepas konsumen dan mengucapkan terima kasih dan Salam Satu Hati "			B5	DIRECT	C5	DIRECT	D5	SOURCE_BLANK	E5	F5	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	6	Sales Counter	Ketika masuk ke showroom		"- Menyambut Konsumen ( Salam Satu Hati dan Salam Cuaca )

- Meminta ijin untuk mengecek tier loyalty di customer apps konsumen:
*Khusus Big Wing: mengararhkan konsumen tier ""Champion/ Racer"" ke parkiran bigbike
*Memasangan cover jok sesuai tier (Champion/Racer)

*Jika konsumen belum memiliki customer apps, maka mengarahkan/ membantu konsumen untuk download & registrasi di Customer Apps (agar dapat melihat terlihat tier konsumen)

- Menanyakan kebutuhan konsumen (membeli motor, ambil STNK dll)
- Menanyakan nama
 *(Jika konsumen sudah membuat janji atau konsumen RO): mengarahkan ke sales people yang bersangkutan
 
 (Jika Wing Sales People sibuk & konsumen menanyakan motor premium)
- Memberikan brosur produk yang diminati konsumen
- Menawarkan melihat unit display"			B6	DIRECT	C6	DIRECT	D6	SOURCE_BLANK	E6	F6	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	7	Sales Counter	Meninggalkan showroom		"- Melepaskan cover jog konsumen loyal yang terpasang
- Melepas konsumen dan mengucapkan terima kasih dan Salam Satu Hati"			B7	DIRECT	C7	DIRECT	D7	SOURCE_BLANK	E7	F7	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	8	"Sales Counter/
Salesman"	Membuat perjanjian		"- Salam Satu Hati
- Menanyakan nama 

- Meminta ijin untuk mengecek tier loyalty di customer apps konsumen:
*Khusus Big Wing: mengararhkan konsumen tier ""Champion/ Racer"" ke parkiran bigbike
*Memasangan cover jok sesuai tier (Champion/Racer)

*Jika konsumen belum memiliki customer apps, maka mengarahkan/ membantu konsumen untuk download & registrasi di Customer Apps (agar dapat melihat terlihat tier konsumen)

- Menanyakan keperluan konsumen dan tanggal kedatangan konsumen 
-Menginformasikan dokumen pendukung yang harus dibawa ke showroom (Jika konsumen ingin mengambil STNK, BPKB, syarat-syarat pembelian, dll)
- No tlp konsumen
- Melakukan monitoring performance prospect dan penjualan (Target vs Actual) melalui NMS Mobile
- Melakukan pengecekan konsumen leads/prospect yang perlu difollow up atau yang sudah memiliki janji temu melalui NMS/NMS Mobile
- Menanyakan tier konsumen (melalui CE Apps)"			B8	DIRECT	C8	DIRECT	D8	SOURCE_BLANK	E8	F8	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	9	Sales Counter/ Salesman	Mendapatkan Follow up & Membuat perjanjian		"- Melakukan monitoring harian untuk performance prospect dan penjualan (Target vs Actual) melalui NMS Mobile
- Melakukan pengecekan konsumen leads/prospect yang perlu difollow up atau yang sudah memiliki janji temu melalui NMS/NMS Mobile 
- Melakukan follow Up Leads sesuai dengan jadwal yang telah ditentukan di NMS 
- Mengupdate hasil follow up leads di NMS "			B9	DIRECT	C9	DIRECT	D9	SOURCE_BLANK	E9	F9	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	10	Sales Counter/ Salesman	Menuju dealing table		"- Menyambut konsumen
- Menggali kebutuhan konsumen 
(Jika belum dikenalkan oleh greeter)
-Menanyakan nama konsumen
-Menanyakan unit motor apa yang diminati konsumen
-Jika konsumen Regular, tetap menjelaskan produk EV untuk meningkatkan knowledge & awareness konsumen
- Menjelaskan fasilitas Honda Care untuk EV
- Menanyakan pengalaman membeli motor di dealer tsb
- Ucapan terima kasih telah membeli Honda
- Informasi program RO (jika ada)
- Menjelaskan program & benefit loyalty Honda (untuk new customer: merchandise exclusive yang bisa didapatkan dari loyalty program ""jika ada"")
- Memberikan minuman berwarna kepada konsumen tier Champion*
*jika Dealer (Big Wing/ Wing/Reguler Dealer) sudah menyediakan minuman berwarna untuk semua konsumen, maka SC mempersilahkan konsumen tier champion untuk menikmati minuman berwarna di tempat yang sudah disediakan"			B10	DIRECT	C10	DIRECT	D10	SOURCE_BLANK	E10	F10	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	11	"Sales Counter/
Salesman"	Menuju display area		"- Menawarkan untuk menemani konsumen untuk melihat produk yang didisplay (bila unit tersedia)
- Memberikan brosur produk/ penggunaan tab/ HP/ Sales Talk bila unit tidak tersedia
- Untuk EV roleplay untuk plug / unplug baterai ke Unit & Charger (HES only)"			B11	DIRECT	C11	DIRECT	D11	SOURCE_BLANK	E11	F11	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	12	Sales Counter/ Salesman	Menjelaskan tentang unit dan after sales services		"-SC/SM roleplay menjelaskan pengetahuan dan informasi terkait product dibantu dengan My Hero Apps
- Menginformasikan tentang katalog motor yang bisa diakses secara digital (Website/ Customer Apps/VE)
- Menginformasikan website MD/Sosmed MD ke konsumen
- Mampu menggunakan fitur RFC di My Hero untuk menjelaskan produk yang direkomendasikan kepada konsumen""
- Menjelaskan keunggulan fitur roadsync apps"			B12	DIRECT	C12	DIRECT	D12	SOURCE_BLANK	E12	F12	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	13	Sales Counter/ Salesman	Menjelaskan tentang unit dan after sales services		"- Menjelaskan jaminan apa saja yang ditanggung oleh atpm (garansi mesin, kelistrikan,rangka, PGMFI)

Menjelaskan buku service / Service talk flyer (termasuk untuk EV)
- Menjelaskan jumlah KPB gratis 
- Menjelaskan jadwal KPB

*Untuk informasi detail dapat dikirimkan PDF lewat WA (HIP (Honda Information Package))"			B13	DIRECT	C13	DIRECT	D13	SOURCE_BLANK	E13	F13	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	14	Sales Counter / Salesman	Menjelaskan tentang unit dan after sales services	Penjelasan Customer Apps	"- Menjelaskan Fitur dan Benefit sesuai standard sales talk Customer Apps:
- Mengajak konsumen download dan register pada customer apps dengan menginfokan refferal code (sesuai standarisasi refferal code)
- Khusus konsumen baru: menjelaskan benefit poin dari program loyalty dapat ditukarkan dengan voucher discount service atau parts

*Fitur Apps yang dijelaskan menyesuaikan dengan kebutuhan konsumen
*Highlight Riwayat Service, Tracking Document, Scan Oli"			B14	DIRECT	C14	DIRECT	D14	DIRECT	E14	F14	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	15	Sales Counter / Salesman	Menjelaskan tentang unit dan after sales services		"- Menginformasikan mengenai kegiatan-kegiatan komunitas & informasi komunitas yang bisa didapatkan melalui Website astra-honda atau Customer Apps

*Untuk informasi detail dapat dikirimkan PDF lewat WA (HIP)"			B15	DIRECT	C15	DIRECT	D15	SOURCE_BLANK	E15	F15	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	16	"Sales Counter/
 Salesman"	Menanyakan tentang aksesoris dan apparel		"- Menawarkan aksesoris tambahan (jika ada)
 - Menawarkan apparel sesuai kebutuhan konsumen
 - Menjelaskan fitur product catalog untuk aksesoris dan apparel yang terdapat di Customer Apps, Website astra-honda, dan VE MD
 - Menjelaskan hilangnya garansi jika melakukan modifikasi atau penggantian part custom
 
 *Untuk informasi detail dapat dikirimkan PDF lewat WA (HIP)"			B16	DIRECT	C16	DIRECT	D16	SOURCE_BLANK	E16	F16	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	17	"Sales Counter/
Salesman"	Mencoba riding test		"- Menawarkan riding test  (menawarkan riding position jika unit riding test tidak ada)*
- Menginfokan fitur Riding Test pada Customer Apps
- Non sport : Riding position & start engine, stop & go; Sport : Additionaly riding experience in public road
- Untuk EV roleplay untuk plug / unplug baterai ke Unit /direct charging / menjelaskan connectivity (HES Only)
- Jika unit sedang dipakai (pameran) maka sales people wajib untuk menawarkan untuk melakukan riding test di lain hari

*Riding test diharapkan dilakukan di safety riding centre (jika safety riding centre berada >100m dari dealer maka dapat dilakukan di tempat lain yang memungkinkan)1"			B17	DIRECT	C17	DIRECT	D17	SOURCE_BLANK	E17	F17	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	18	"Sales Counter/
Salesman"	Mencoba riding test		"- Menawarkan konsumen memakai riding gear Dealer
- Meminta konsumen menunjukkan SIM C"			B18	DIRECT	C18	DIRECT	D18	SOURCE_BLANK	E18	F18	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	19	"Sales Counter/
Salesman"	Mencoba riding test		"- Sales people menanyakan konsumen terkait feedback riding test
- Memastikan konsumen yang akan melakukan riding test sudah terisi sebagai prospect pada NMS/NMS mobile. Jika konsumen jadi melakukan riding test update status ""melakukan riding test"" pada kolom keterangan hasil followup NMS/NMS mobile
*Surat persetujuan pemakaian database konsumen yang dilengkapi tanda tangan konsumen baik apps maupun manual"			B19	DIRECT	C19	DIRECT	D19	SOURCE_BLANK	E19	F19	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	20	"Sales Counter/
Salesman"	Melakukan negosiasi		"- Menjelaskan ketersediaan unit (Termasuk indent, apabila unit tidak tersedia) dengan NMS Mobile 
- Menjelaskan harga dan sales program (jenis program, amount diskon dan persyaratan dokumen dari program yang berlaku) berdasarkan info dari NMS/NMS Mobile
-Melakukan pengajuan (tambahan) diskon melalui sistem NMS kepada Kacab
- Waktu indent yang diberitahukan kepada konsumen, wajib informasi terupdate dari AHM
- Pembelian dengan cash/ kredit harus diperlakukan sama oleh Sales
- Jika tidak langsung melakukan pembelian di BTL, mencatat konsumen leads/prospect yang perlu di followup berdasarkan dari tanggal next followup"			B20	DIRECT	C20	DIRECT	D20	SOURCE_BLANK	E20	F20	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	21	"Sales Counter/
Salesman"	Memutuskan pembelian		"- Persetujuan/ Penandatanganan SPK oleh konsumen (ttd basah / digital)
- Menginformasikan konsumen mengenai Pengumpulan Data Pribadi sesuai dengan Guidance Honda People Playbook terkait Pelindungan Data Pribadi
- Apabila konsumen memutuskan untuk kredit, maka input data konsumen untuk pengajuan kredit pada NMS/NMS Mobile 
- Memastikan konsumen sudah mendownload dan register di Customer Apps, dengan menggunakan refferal code FLP
- Mengingatkan konsumen akan fitur dan Benefit penggunaan Customer Apps terkait KPB Digital, Tracking Order, dan Loyalty (Hepigo Points & xp)
- Meminta dan mendampingi konsumen untuk download RoadSync Apps
- Memastikan konsumen sudah memiliki akun email Google supaya bisa login
- Mengirimkan tutorial cara sinkronisasi unit motor dengan apps RoadSync melalui WA"			B21	DIRECT	C21	DIRECT	D21	SOURCE_BLANK	E21	F21	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	22	"Sales Counter/
Salesman"	Memutuskan pembelian		"- Menjelaskan proses indent,syarat & ketentuan sales program indent, booking fee, dan prosedur refund
- Entry Indent di NMS. Incl. mengajukan prioritas indent ke BM (bila ada request khusus dari konsumen)
- Mampu menginformasikan ETA unit indent ke konsumen serta list indent berdasarkan informasi dari NMS/NMS Mobile
- Menginformasikan terkait fitur tracking order pada Customer Apps
- follow up call konsumen mengenai update kedatangan unit
- Menjelaskan fasilitas indent, delivery priority & diundang untuk event ekslusif untuk konsumen tier champion "			B22	DIRECT	C22	DIRECT	D22	SOURCE_BLANK	E22	F22	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	23	"Sales Counter/
Salesman"	Memutuskan pembelian		"- Mempersiapkan kelengkapan administrasi dan mengantarkan ke kasir
Notes:  Khusus dealer piloting project pembayaran digital, sales people tidak perlu mengantar ke kasir tapi mengingatkan untuk membayar melalui Virtual account "			B23	DIRECT	C23	DIRECT	D23	SOURCE_BLANK	E23	F23	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	24	"Sales Counter/
Salesman"	Memutuskan pembelian		"- Mereferensikan fincoy yang bisa dpilih konsumen
- Memberitahukan dokumen yang perlu disiapkan untuk pengajuan kredit sesuai kebutuhan fincoy"			B24	DIRECT	C24	DIRECT	D24	SOURCE_BLANK	E24	F24	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	25	"Sales Counter/
Salesman"	Memutuskan pembelian		"- Menginformasikan ke konsumen jika kredit disetujui/ditolak (tlp/SMS) berdasarkan informasi dari NMS 
- Menginformasikan terkait fitur tracking order pada Customer Apps CE Apps"			B25	DIRECT	C25	DIRECT	D25	SOURCE_BLANK	E25	F25	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	26	"Sales Counter/
 Salesman"	Memutuskan pembelian		"- Memberikan estimasi waktu STNK dan BPKB jadi
- Memberikan informasi Jika ada keterlambatan waktu jadi STNK dan BPKB"			B26	DIRECT	C26	DIRECT	D26	SOURCE_BLANK	E26	F26	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	27	"Sales Counter/
 Salesman"	Memutuskan pembelian		"- info status document handling (STNK & BPKB), berdasarkan status pada NMS
- Menginformasikan terkait fitur tracking order pada Customer Apps CE Apps"			B27	DIRECT	C27	DIRECT	D27	SOURCE_BLANK	E27	F27	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	28	"Sales Counter/
 Salesman"	Memutuskan pembelian		- Menanyakan dan menjelaskan mengenai waktu pengiriman			B28	DIRECT	C28	DIRECT	D28	SOURCE_BLANK	E28	F28	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	29	"Sales Counter/
 Salesman"	Meninggalkan showroom		"- Mengucapkan terima kasih
- Salam Satu Hati
- Membantu membuka cover jok konsumen untuk konsumen tier champion & racer
- Mengingatkan cari Aman dalam berkendara (khusus Dealer Regular)"			B29	DIRECT	C29	DIRECT	D29	SOURCE_BLANK	E29	F29	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	30	"Sales Counter/
 Salesman"	Follow up		"- Melakukan follow up dan prospek dengan cara:
  •sms / WA / call dari database dan NMS Mobile
  •home visit dari database
- Memastikan proses follow up dan pemrosesan data pribadi sesuai dengan Guidance Honda FLP Playbook mengenai Pelindungan Data Pribadi
 - Mengundang konsumen untuk datang ke showroom / VE MD
Bila konsumen gagal melakukan sinkronisasi Roadsync Apps, Maka : 
-  mem-Follow up dan membantu konsumen yang uncontactable (informasi dari PIC CRM) terkait sinkronisasi roadsync apps
- Apabila konsumen sudah berhasil sinkronisasi, mendokumentasi no rangka dan juga Nama Perangkat Bluetooth (dengan format HONDA BTU xxxx) pada Handphone konsumen
- Apabila ternyata konsumen masih mengalami kesulitan dalam sinkronisasi, report ke Admin CRM untuk dibantu oleh Admin STNK ketika pengambilan STNK)"	P	P	B30	DIRECT	C30	DIRECT	D30	SOURCE_BLANK	E30	F30	DIRECT
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	31	"Sales Counter/
 Salesman"	Follow up		"- Melakukan activity follow up untuk outstanding prospect berdasarkan informasi (notifikasi) dari NMS Mobile dan update hasil follow up yang telah dilakukan
- Melakukan update hasil follow up melalui NMS Mobile"			B31	DIRECT	C31	DIRECT	D31	SOURCE_BLANK	E31	F31	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	32	Cashier	Melakukan pembayaran		"- Salam Satu Hati
- Salam Cuaca 
- Menerima pembayaran
- Konfirmasi dan memberikan bukti pembayaran ke konsumen"			B32	DIRECT	C32	DIRECT	D32	SOURCE_BLANK	E32	F32	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	33	Cashier	Melakukan pembayaran		"- Membacakan konten PDSA (isi 5P, isi Catatan) kepada Konsumen
*Network dapat menggunakan media lain untuk menjelaskan konten 5P secara detail seperti via WA, Stiker, Video, atau konten di print di Bon

- Menawarkan apa ada yang bisa dibantu lagi
- Menginformasikan kepada konsumen jika ada pertanyaan / keluhan terkait unit dan layanan sepeda motor Honda dapat menghubungi Contact Center Astra Honda Motor (sambil menunjukkan X Banner Contact Center) atau bisa menyampaikan melalui Dealer / AHASS
- Memastikan konsumen sudah download dan register pada Customer Apps, menjelaskan terkait apreciation card
- Menjelaskan Loyalty (Hepigo Points & xp) pada Customer Apps 
- Meminta konsumen memberikan rating di Google Business Profile 
- Mengucapkan: Jika layanan kami memuaskan, jangan lupa kasih bintang 5 nya ya Bapak/ Ibu
- Mengucapkan terima kasih
- Salam Satu Hati
- Salam cuaca"			B33	DIRECT	C33	DIRECT	D33	SOURCE_BLANK	E33	F33	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	34	Deliveryman	Mendapat konfirmasi pengantaran unit		"Deliveryman memastikan 
- 1 Delivery Car maksimal membawa 2 unit premium (tidak digabung dengan unit reguler)
- 1 Delivery Car maksimal membawa 4 unit reguler"			B34	DIRECT	C34	DIRECT	D34	SOURCE_BLANK	E34	F34	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	35	Deliveryman	Mendapat konfirmasi pengantaran unit		"-Memeriksa nama konsumen 
-Memeriksa no. kontak konsumen
-Apabila pada saat pengantaran unit (nama, no telp, alamat lengkap) terdapat database konsumen yang update, dapat diserahkan data yang terupdate ke PIC CRM"			B35	DIRECT	C35	DIRECT	D35	SOURCE_BLANK	E35	F35	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	36	Deliveryman	Mendapat konfirmasi pengantaran unit		"- Memeriksa kelengkapan surat dan administrasi
- Memastikan motor sudah lolos PDI (cek tag PDI)
- Mengecek nomor rangka & nomor mesin
- Untuk EV cek serial number battery; serial number charger dengan BAST
- Mengecek pengikatan motor dan memasang rubber"			B36	DIRECT	C36	DIRECT	D36	SOURCE_BLANK	E36	F36	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	37	Deliveryman	Mendapat konfirmasi pengantaran unit		"-Mengucapkan salam ( Salam Satu Hati dan Salam Cuaca )
-Konfirmasi unit yang akan dikirim
-Konfirmasi nama konsumen
-Konfirmasi siapa yang akan menerima motor
-Konfirmasi jadwal pengiriman
-Konfirmasi alamat pengiriman
-Delivery man memiliki ""Smartphone"" wajib membagikan live location ke konsumen sebelum keberangkatan
-Menelpon konsumen jika terlambat datang"	S G P	S G P	B37	DIRECT	C37	DIRECT	D37	SOURCE_BLANK	E37	F37	DIRECT
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	38	Deliveryman	Menerima dan mengecek unit		"- Memastikan konsumen sudah download dan register di Customer Apps dengan menggunakan referral code (sesuai standarisasi refferral code)
- Mengingatkan fitur dan benefit penggunaan Customer Apps *Highlight Booking Service, KPB Digital, Loyalty (Hepigo Points & XP)  
- Khusus konsumen baru: menjelaskan benefit poin dari program loyalty dapat ditukarkan dengan voucher discount service atau parts
- Menanyakan tingkat kepuasan konsumen terhadap proses pengiriman unit motor
- Melaporkan kepada Warehouse PIC atau melakukan sendiri update data pengiriman pada NMS/NMS Mobile (jika Dealer telah implementasi fitur Delivery Management)
- Mengingatkan konsumen sudah download & berhasil login RoadSync Apps
- Membantu proses sinkronisasi RoadSync Apps (jika tidak memungkinkan, report ke Admin CRM agar proses sinkronisasi di bantu oleh admin CRM /salespeople/ admin STNK/BPKB)
- Apabila konsumen sudah sinkronisasi, mendokumentasi no rangka dan juga Nama Perangkat Bluetooth (dengan format HONDA BTU xxxx) pada Handphone konsumen
- Mengirimkan foto dokumentasi kepada Admin CRM untuk dilakukan rekapitulasi"			B38	DIRECT	C38	DIRECT	D38	SOURCE_BLANK	E38	F38	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	39	Deliveryman	Menerima dan mengecek unit		"-Mengucapkan salam  ( Salam Satu Hati dan Salam Cuaca )
-Memeriksa dokumen terkait (kwitansi, dll)
-Mengecek fisik unit
-Menjelaskan fitur utama (demonstrasi)
-Menjelaskan fungsi fitur
-Bersama konsumen mengecek kesesuaian no. mesin & rangka
-Untuk EV cek kesesuaian serial number battery; serial number charger dengan BAST
- Untuk EV roleplay plug / unplug baterai ke Unit / menjelaskan fitur connectivity dan membantu pairing ke device konsumen/ cara direct charging"	S G P	S G P	B39	DIRECT	C39	DIRECT	D39	SOURCE_BLANK	E39	F39	DIRECT
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	40	Deliveryman	Menerima dan mengecek unit		membersihkan jok dan hand grip motor (dilakukan di depan konsumen)			B40	DIRECT	C40	DIRECT	D40	SOURCE_BLANK	E40	F40	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	41	Deliveryman	Menerima dan mengecek unit		"Menjelaskan:
 - Garansi rangka 5 tahun tanpa batasan jarak
 - Garansi mesin 3 tahun / 36000km
 - Garansi listrik & komponen rangka 1 tahun atau 12000km
 - Garansi PGMFI 5 tahun atau 60000km
 - KPB service
 - Booking service
 - Mengajak konsumen untuk service di AHASS sendiri (H123)/terdekat (H1)
 - Menginformasikan fasilitas AHASS (Booking Service, Service kunjung, dan fasilitas AHASS lainnya)
 -Menginformasikan dan Menjelaskan Fasilitas Honda Care *Selected Dealer
 -Menjelaskan fitur EV termasuk perawatan, maintenance, dll"	S G P	S G P	B41	DIRECT	C41	DIRECT	D41	SOURCE_BLANK	E41	F41	DIRECT
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	42	Deliveryman	Menerima dan mengecek unit		"- Menyerahkan KSU (Kelengkapan Standard Unit)
- Pengisian hari, tanggal, dan konsumen  tanda tangan  BAST yang ada di dalam buku servis
- Memberikan & menginformasikan secara lisan kartu apresiasi fisik ataupun kartu apresiasi digital melalui customer application
- Mengingatkan safety riding"			B42	DIRECT	C42	DIRECT	D42	SOURCE_BLANK	E42	F42	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	43	Deliveryman	Menerima dan mengecek unit		Mengkonfirmasi dan mengupdate data konsumen seperti alamat, nomer HP alternatif, email dan media sosial			B43	DIRECT	C43	DIRECT	D43	SOURCE_BLANK	E43	F43	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	44	Admin H1	Mengambil STNK & BPKB		"- Menginformasikan kepada konsumen jika dokumen STNK/BPKB/Plat No telah tersedia (melalui WA)
- Memberikan informasi terkait waktu, tempat, dan syarat pengambilan STNK & BPKB
- Mencatat proses serah terima dokumen STNK/BPKB/Plat No kepada konsumen di NMS Document Handling
- Memastikan konsumen sudah download dan register pada Customer Apps dengan menggunakan referral code (sesuai standarisasi refferal code)
- Membantu konsumen melakukan booking servis KPB 1 via Customer Apps
Notes: untuk dealer piloting penyerahan STNK/BPKB oleh SC, maka yang menginformasikan ke konsumen adalah SC "			B44	DIRECT	C44	DIRECT	D44	SOURCE_BLANK	E44	F44	SOURCE_BLANK
04. Checklist 2026_Final - Regular H1.xlsx	H1 Process	45	Admin H1	Mengambil STNK & BPKB		"melakukan follow up (Paling lambat H-1 dari tanggal yang dijanjikan) jika :
- STNK mengalami keterlambatan ( lebih dari 14 Hari Kerja atau yang telah dijanjikan )
- BPKB mengalami keterlambatan ( lebih dari 3 bulan atau yang telah dijanjikan )
- Notes: untuk dealer piloting penyerahan STNK/BPKB oleh SC, maka yang melakukan follow up ke konsumen adalah SC "	G P	G P	B45	DIRECT	C45	DIRECT	D45	SOURCE_BLANK	E45	F45	DIRECT
